|CODPROD|DESCRICAO                               |
|126,038|MORANGO AO LEITE - PICOLE               |
|126,039|MORANGO FRUTA - PICOLE                  |
|126,040|MURICI - PICOLE                         |
|126,041|OLHO DE SOGRA - PICOLE                  |
|126,042|PEQUI - PICOLE                          |
|126,043|PERA - PICOLE                           |
|126,044|ROMEU E JULIETA - PICOLE                |
|126,045|TAMARINDO - PICOLE                      |
|126,046|TAPEREBA - PICOLE                       |
|126,047|TAPIOCA - PICOLE                        |
|126,048|UMBU - PICOLE                           |
|126,049|UVA - PICOLE                            |
|126,050|BRIGADEIRO-PICOLE                       |
|126,051|CHOCOLATE BRANCO-PICOLE                 |
|126,052|CHOCOMENTA-PICOLE                       |
|126,053|PE DE MOLEQUE-PICOLE                    |
|126,054|SKIMO-PICOLE                            |
|126,055|TENTACAO-PICOLE                         |
|126,056|PICOLE ABACAXI-DIET                     |
|126,057|PICOLE CAJAMANGA-DIET                   |
|126,058|PICOLE UVA-DIET                         |
|126,059|CASTANHA DE CAJU-PICOLE                 |
|126,060|MELANCIA-PICOLE                         |
|126,061|ACAI COM ABACAXI - PICOLE               |
|126,062|ACAI COM BANANA - PICOLE                |
|126,063|ACAI COM CASTANHA - PICOLE              |
|126,064|ACAI COM MORANGO - PICOLE               |
|126,065|ACAI ZERO - PICOLE                      |
|126,066|CASTANHA DO PARA - ESPECIAL             |
|126,067|NINHO TRUFADO - PICOLE                  |
|126,068|CHOCOLATE ESPECIAL - PICOLE             |
|126,069|MORANGO - PICOLE ESPECIAL               |
|126,070|CAJAMANGA ESPECIAL - PICOLE             |
|126,071|AMORA ESPECIAL - PICOLE                 |
|126,072|ABACAXI - SORVETE                       |
|126,073|AMEIXA - SORVETE                        |
|126,074|AMENDOIM - SORVETE                      |
|126,075|ARATICUM - SORVETE                      |
|126,076|BANANA - SORVETE                        |
|126,077|BURITI - SORVETE                        |
|126,078|CAJAMANGA - SORVETE                     |
|126,079|CARIOCA - SORVETE                       |
|126,080|CASTANHA DO PARA - SORVETE              |
|126,081|CHICLETE - SORVETE                      |
|126,082|CHOCOLATE - SORVETE                     |
|126,083|CHOCOMENTA - SORVETE                    |
|126,084|CÔCO - SORVETE                          |
|126,085|CUPUACU - SORVETE                       |
|126,086|CREME - SORVETE                         |
|126,087|CROCANTE - SORVETE                      |
|126,088|FLOCOS - SORVETE                        |
|126,089|FRUTOS DO BOSQUE - SORVETE              |
|126,090|GRAVIOLA - SORVETE                      |
|126,091|KIWI - SORVETE                          |
|126,092|CHOCOLATE BRANCO - SORVETE              |
|126,093|LEITE CONDENSADO - SORVETE              |
|126,094|LIMAO SUICO -   SORVETE                 |
|126,095|MANGABA - SORVETE                       |
|126,096|MARACUJA - SORVETE                      |
|126,097|MORANGO FRUTA - SORVETE                 |
|126,098|MORANGO LEITE - SORVETE                 |
|126,099|MURICI - SORVETE                        |
|126,100|NAPOLITANO - SORVETE                    |
|126,101|OVOMALTINE BRANCO - SORVETE             |
|126,102|OVOMALTINE PRETO - SORVETE              |
|126,103|PASSAS AO RUM - SORVETE                 |
|126,104|PAVE ITALIANO - SORVETE                 |
|126,105|PISTACHE - SORVETE                      |
|126,106|BOMBOM - SORVETE                        |
|126,107|TAPIOCA - SORVETE                       |
|126,108|UVA - SORVETE                           |
|126,109|ABACAXI COM HORTELA-SORVETE             |
|126,110|NINHO TRUFADO - SORVETE                 |
|126,111|DOCE DE LEITE - SORVETE                 |
|126,112|LEITE CONDENSADO 7L ZERO - SORVETE      |
|126,113|CHOCOLATE 7L ZERO - SORVETE             |
|126,114|BAUNILHA 7L ZERO - SORVETE              |
|126,115|COCO BRANCO 7L ZERO - SORVETE           |
|126,116|MORANGO 7L ZERO - SORVETE               |
|126,117|LIMAO 7 LZERO - SORVETE                 |
|126,118|FERRERO ROCHER - SORVETE                |
|126,119|NINHO COM MORANGO - SORVETE             |
|126,120|IOGURTE COM AMARENA - SORVETE           |
|126,121|ABACAXI COM HORTELA - PICOLE            |
|126,122|CREME GALAGA - PICOLE                   |
|126,123|CUPUACU COM TRUFAS - PICOLE             |
|126,124|DOCE DE LEITE - PICOLE                  |
|126,125|LEITE DE COCO - PICOLE                  |
|126,126|LIMAO SICILIANO - PICOLE                |
|1,057  |AZEITONA VERDE FAT CAMPO BELO 6X2 KG    |
|1,058  |AZEITE MISTO VILLA GRANDE PET 4X5,010 L |
|1,059  |PEPPERONI FATIADO PAMPLONA 1KG CX 8     |
|1,060  |CHOC  FORNEAVEL AVELA CONF 8X1,05 KG    |
|1,061  |SAL REFINADO MINASAL MAR AZUL 30X1      |
|1,062  |CREME DE CEBOLA 6X1KG                   |
|1,063  |LING RETA SEARA 6X2,5 KG                |
|1,064  |MANTEIGA DA TERRA NUTRILAC 1 LIT        |
|1,065  |CREME DE GOIABA TAMBAU BD 2X4,8KG       |
|1,066  |COGUMELO FATIADO REAL CONSERVAS 6X1,01KG|
|1,067  |CARNE CONG DE BOVINO SEM OSSO/CUBO 2KG  |
|1,068  |QUEIJO MUSSARELA SANTA RITA             |
|1,069  |QUEIJO MUSSARELA LIDERNORTE             |
|1,070  |QUEIJO COALHO POTI QUADRADO 1KG         |
|1,071  |CREME DE AVELA NUTBELLO 8X1,01 KG       |
|1,072  |QUEIJO COALHO SANTA LUZIA               |
|1,073  |QUEIJO COALHO PINHEIRO 4X2KG            |
|1,074  |QUEIJO COALHO SOL 10X1KG                |
|1,075  |AZEITE MISTO VILLA GRANDE PET 20X500ML  |
|1,076  |MILHO VERDE QUERO 24X170G               |
|1,077  |MILHO VERDE SACHE                       |
|1,078  |OLEO SOJA ARO PET CX 20 UN              |
|1,079  |MAC FORT ESPAGUETE SEMOLA PCT 10X1,5KG  |
|1,080  |SAB. LIQ. REEFYL ERVA DOCE UND 1 X 1,700|
|1,081  |AZEITONA PRETA FATIADA ARCO BELLO 6X2KG |
|1,082  |MAIONESE QUERO 6X3KG                    |
|1,083  |OREGANO PERUANO  FD 12,5KG              |
|1,084  |AZEITONA VERDE INTEIRA MIUDA 2KG        |
|1,085  |AZEITONA VERDE FATIADA 2 KG             |
|1,086  |FILE DE PEITO BANDEJA CONG CX 14X1KG    |
|1,087  |ERVILHA PREDIL  LT 24X200G              |
|1,088  |LOMBO TP CANADENSE GOUMERT SEARA 6 PCAS |
|1,089  |BATATA CONG 7MM QUALITY FRIES CX 5X2,5  |
|1,090  |ERVILHA CONG GOLDEN FOODS 6X2KG         |
|1,100  |PAO COCO TRIGOMAX 500G UN               |
|1,101  |ABACAXI POLPA 400 G UN                  |
|1,102  |ACEROLA POLPA SEMPRE VIVA 400G UN       |
|1,103  |AGUA PURAZUL 500 ML S/GÁS UN            |
|1,104  |AGUA SANITARIA CLORIDO UN               |
|1,105  |AGUA SANITARIA DRAGAO UN                |
|1,106  |ALCOOL GEL CRISTAL 62,4 MULTIUSO 500G UN|
|1,107  |ALCOOL TUBARÃO 500ML UN                 |
|1,108  |AMAC BOMBRIL BIJOU 2LT AZ PUR UN        |
|1,109  |AMACIANTE BIJOU 500ML MAGIA UN          |
|1,110  |AMACIANTE BOMBRIL MON BIJOU 2L BABY UN  |
|1,111  |AZEITE DENDE 200ML MARIZA UN            |
|1,112  |AZEITE DENDE 900ML MARIZA UN            |
|1,113  |AZEITE EXT VIRGEM OLIVENZA ESP 500ML    |
|1,114  |AZEITONA MARATA SACHET 100GR UN         |
|1,115  |CAFE PURO VACUO 250G UN                 |
|1,116  |CAJU POLPA SEMPRE VIVA 400G UN          |
|1,117  |CANUDINHO 250G UN                       |
|1,118  |CANUDO STRANEPLAST 100UND               |
|1,119  |CATCHUP 1KG CASEIRO MC SACHE 1KG        |
|1,120  |CATCHUP SACHE CREMMY UN                 |
|1,121  |CHOC EM PO 50% 1,01KG SALWARE UN        |
|1,122  |CHOC GRAN CROC 1KG SALWARE UN           |
|1,123  |CHOCOLATE GRANULADO 150G UN             |
|1,124  |COCA-COLA MINI PET  250ML UN            |
|1,125  |COCA COLA PET 2LT FD UN                 |
|1,126  |COCA COLA PET 6X1,5L UN                 |
|1,127  |COLHER REFEI BCA BELLOCOPO              |
|1,128  |COLORAU CASEIRO SEM SAL DUBOM 1KG UN    |
|1,129  |COLORAU CASEIRO SEM SAL DUBOM 200G UN   |
|1,130  |COPO COPOBRAS BCO 200ML                 |
|1,131  |COPO COPOBRAS BCO 300ML                 |
|1,132  |COPO MARATA BCO 80ML                    |
|1,133  |COPO COPOBRAS BCO 180 ML                |
|1,134  |COPO DESCART BCO 250ML COPOBRAS PC 100 U|
|1,135  |COPO DESCATAVEL BRANCO 150ML COPOBRAS   |
|1,136  |DESINF BOMBRIL PINHOBRIL SILVESTRE 500ML|
|1,137  |DET PO TIXAN PRIMAVERA 500G UN          |
|1,138  |DETERG BOMBRIL LIMPOL NEUTRO 500 ML UN  |
|1,139  |DETERGENTE PO TIXAN MACIEZ 500G UN      |
|1,140  |ESPONJA BRILHUS MULT ABRASIC UN         |
|1,141  |EXTRATO ALHO 500ML PRAZER DA COZINHA UN |
|1,142  |FACA DESCARTAVEL UN                     |
|1,143  |FERMENTO BIOLOGICO FERMIPAN 20X500GR    |
|1,144  |FILME DE PVC 28X30M UN                  |
|1,145  |FOSFORO SEG BILLA UN                    |
|1,146  |GARFO GRANDE UN                         |
|1,147  |GARFO PEQUENO DESCARTAVEL UN            |
|1,148  |GOIABA POLPA SEMPRE VIVA 400 G          |
|1,149  |GORDURA VEG. PRIMOR 500G UN             |
|1,150  |GRAVIOLA POLPA SEMPRE VIVA 400G UN      |
|1,151  |GUARDANAPO DE PAPEL GIRASSOL 18X22CM    |
|1,152  |COPO MARATA BCO 180 ML                  |
|1,153  |LEITE DE COCO MENINA 200ML UN           |
|1,154  |LEITE EM PO INTEGRAL 200G UN            |
|1,262  |SAL MARLIN 1KG                          |
|1,263  |GUARDANAPO GIRASOL 14X13                |
|1,264  |MON BIJU MAGIA                          |
|1,265  |PAPEL ALUMINIO 45CM                     |
|1,266  |PAPEL ALUMINIO 30CM                     |
|1,267  |AMENDOIM 1KG                            |
|1,268  |MILHO VERDE PREDIL 200G                 |
|1,269  |MAIONESE ODERICH                        |
|1,270  |LIVRE                                   |
|1,271  |CATCHUP ODERICH                         |
|1,272  |DOCE DE LEITE EM TABLET 350G            |
|1,273  |FACA STRAWPLAST                         |
|1,274  |AZEITONA SACHE HEMMER 180G              |
|1,275  |COPO TRANSP COPOBRAS 180 ML             |
|1,276  |MOLHO TOMATE TRADICIONAL BONARE 2KG     |
|1,277  |PALITO DE DENTE THEOTO                  |
|1,278  |LIVRE                                   |
|1,279  |PALMITO INTEIRO COOPALMITO 15X270G      |
|1,280  |BATATA PALHA 400G AGUA NA BOCA          |
|1,281  |PAO HOT DOG TRIGOMAX 500G               |
|1,282  |PÃO P/HAMBURGUER TRIGOMAX 500G          |
|1,283  |PAO C/GERGELIM TRIGOMAX 500G            |
|1,284  |CODIGO LIVRE                            |
|1,285  |COCA COLA LATA 350ML                    |
|1,286  |COPO TRANSP FC 300ML                    |
|1,287  |COPO DESC TRANSP COPOBRAS 250 ML        |
|1,288  |COPO MARATA BCO 150 ML                  |
|1,289  |COPO MARATA BCO 100ML                   |
|1,290  |COPO DESCART BCO COPOBRAS 200ML C/ 100 U|
|1,291  |COPO DESCARTAVEL MARATÁ 50ML            |
|1,292  |CODIGO LIVRE                            |
|1,293  |CODIGO LIVRE                            |
|1,294  |QUEIJO COALHO REDONDO PINHEIRO 12X1KG   |
|1,295  |SACO PASTEL BCO PAPEL  PAULISTA         |
|1,296  |POLPA MARACUJA SEMP VIVA 400G           |
|1,298  |ALCOOL TUBARÃO 500ML UN                 |
|1,299  |PAO BOLA TRIGOMAX C/6 500G              |
|1,300  |CODIGO LIVRE                            |
|1,301  |CODIGO LIVRE                            |
|1,302  |CODIGO LIVRE                            |
|1,303  |MASSA DE PIZZA FAMILIA 220G PH MASSAS   |
|1,304  |QUEIJO MUSSARELA VOLANDA                |
|1,305  |QUEIJO MUSSARELA                        |
|1,306  |AJI-SAL CHURRASCO (SACO) 5X2 KG         |
|1,307  |PAO ARABE PHMASSAS 380G                 |
|1,308  |ERVILHA SACHE                           |
|1,309  |ERVILHA JUSSARA 200GR                   |
|1,310  |ERVILHA JUSSARA 200GR                   |
|1,311  |CODIGO LIVRE                            |
|1,312  |CANUDO REFRI  PLAZAPEL 100UND           |
|1,313  |COLHER  REF PLAZAPEL  50UN              |
|1,314  |DISPONIVEL                              |
|1,315  |MEL PURO MEL 700G UN                    |
|1,316  |CHOCOLATE SNICKERS                      |
|1,317  |CANUDO PLAZAPEL VITAMINAS 100UND        |
|1,318  |ALCOOL GEL ECONOMICO 500 ML             |
|1,319  |FILME DE PVC WYDA 15M                   |
|1,320  |BALDE VAZIO 20L                         |
|1,321  |PAPEL TOALHA SNOB 1X2 BC MULT           |
|1,322  |COPO TRANSP FC 150ML                    |
|1,323  |ESPETO CHURRASCO BAMBU 30 CM            |
|1,324  |QUEIJO MUSSARELA PARAISO 4X4KG          |
|1,325  | BALDE 15KG VAZIO                       |
|1,326  |COLHER DE SORVETE COLOLIDA 500 UN       |
|1,327  |COLHER DE SORVETE BRANCA 500 UN         |
|1,328  |COPO ULTRA COPOS 400ML 50UN             |
|1,329  |COPO DESC TRANSP COPOBRAS 500ML PC 50UN |
|1,330  |COPO ULTRA COPOS  50ML C 100UN          |
|1,331  |CUMBUCA OVAL 15CM 10 UN                 |
|1,332  |MOLHO  PIZZA POUCH TAMBAU 6X2KG         |
|1,333  |BANDEJA B02 C/100 UN                    |
|1,334  |BANDEJA B01 C/100 UN                    |
|1,335  |SACO P/ LIXO PRETO 200L  90X1.10 CM     |
|1,336  |OLEO ABC CX 20X900ML                    |
|1,337  | FARDO DE COCA COLA COM 12 UND DE 350ML |
|1,338  |FERMENTO  FERMEPAN BROWN                |
|1,339  |AGUA SANITARIA AGEX 5L                  |
|1,340  |BOBINA PIC FUNDO RETO 500UN 30X40       |
|1,341  |BOBINA PIC FUNDO RETO 500UN 40X60       |
|1,342  |COLHER DESC. REFEICAO PLAZAPEL 50UND    |
|1,343  |FLANELA POPO AMARELA 40X60              |
|1,344  |CODIGO LIVRE                            |
|1,345  |HAMBURGUEIRA TH-02 C0M 100 UN COPOBRAS  |
|1,346  |PAO COM 10 CESAR MASSAS                 |
|1,347  |PAPEL ALUMINIO QUENTISSIMA 7,5M X 30CM  |
|1,348  |COPO DESC BCO 50ML FC C/100UN           |
|1,349  |SACO P/ LIXO PRETO 100L  70X90CM        |
|1,350  |GARFO DESC BCO REFEI PLAZAPEL 50 UND    |
|1,351  |SACOLA RECICLADA VERDE 30X45 5KG        |
|1,352  |SACOLA RECICLADA VERDE 40X50 5KG        |
|1,353  |SACOLA RECICLADA VERDE 50X60 5KG        |
|1,354  |ALCOOL GEL ZUMBI 500 GR                 |
|1,355  |FIAMBRE 300GR BONFIAM                   |
|1,356  |MOLHO REFOGADO TRADIC. STELLA D'OR 340GR|
|1,357  |SACO PASTEL BCO PAPEL V02 MON 40X25 C100|
|1,155  |LEITE EM PO ITAMBE 1KG UN               |
|1,156  |LING CAL REZENDE 3KG KG                 |
|1,157  |LING CALABRESA GOSTOSINHA KG            |
|1,158  |LUVA DESCARTAVEL TALGE 100UN UN         |
|1,159  |MAC LASANHA DONA BENTA 500G UN          |
|1,160  |MACARRAO ESPAGUETE GOSTOSO 500G UN      |
|1,161  |MAIONESE CAS. COM TEMPERO 1KG           |
|1,162  |MAIONESE CASEIRA S/ TEMP 1KG            |
|1,163  |MAIONESE LE CHEF VIGOR 1KG UN           |
|1,164  |MAIONESE QUERO 1,02 KG                  |
|1,165  |MANGA POLPA SEMPRE VIVA 400G UN         |
|1,166  |MANT.DA TERRA NUTRILAC 500ML UN         |
|1,167  |MASSA DE MINI PIZZA UN PH MASSAS        |
|1,168  |MASSA DE PIZZA BROTINHO UN PH MASSAS    |
|1,169  |MASSA DE PIZZA MEDIA UN PH MASSA        |
|1,170  |MASSA LASANHA 500G ESTRELA UN           |
|1,171  |MASSA PASTEL MASSAS BELAS 1KG UN        |
|1,172  |MEL NATURAL 480G UN                     |
|1,173  |MEL NATURAL 700G UN                     |
|1,174  |MOLHO GOTA MARATA LIMAO 150ML UN        |
|1,175  |MORANGO POLPA 400G UN                   |
|1,176  |PALITO DE DENTE PALITEX UN              |
|1,177  |PAO DE FORMA TRIGOMAX500G UN            |
|1,178  |PAO DE FORMA INTEGRAL  TRIGOMAX UN      |
|1,179  |PAO HAMBURGAO TRIGOMAX 500G UN          |
|1,180  |PAPEL HIG 30M FLORAL UN                 |
|1,181  |PAPEL TOALHA ABSOLUTO 2 ROLOS           |
|1,182  |PAPEL TOALHA SCALA UN                   |
|1,183  |PRATO RASO 18CM ULTRA UN                |
|1,184  |PRATO FUNDO GRANDE 15CM UN              |
|1,185  |PRATO FUNDO PEQUENO 12CM ULTRACOPOS UN  |
|1,186  |PRATO FUNDO TAM 18CM UN                 |
|1,187  |PRATO RASO 18CM UN                      |
|1,188  |PRATO RASO 18CM UN                      |
|1,189  |PRATO RASO 21CM UN                      |
|1,190  |PRATO RASO ULTRA COPOS 15CM UN          |
|1,191  |PROTEINA SOJA BRANCA REALEZA UN         |
|1,192  |PROTEINA SOJA PRETA REALEZA UN          |
|1,193  |QUEIJO COALHO NUTRILAC KG               |
|1,194  |QUEIJO MUSSARELA UN                     |
|1,195  |QUEIJO MUSSARELA UN                     |
|1,196  |SABAO EM BARRA NEUTRO 5X200G UN         |
|1,197  |SACO PAO ARABE  SEGPLAST                |
|1,198  |SACO P/ HAMBURGUER 100UN 18X18 CARDOPLAS|
|1,199  |SACO PLAST P  HAMBURGUER 100UN SEGPLAST |
|1,200  |SACO PARA HOT DOG 100UN                 |
|1,201  |SACO PASTEL BCO PAPEL V01 MON 40X22 C100|
|1,202  |SACOLA BCA P 30X45 ALTPLAST             |
|1,203  |SACOLA BCA M 38X48 SEGPLAST             |
|1,204  |SACOLA BCA PP 25X34 UN SEGPLAST         |
|1,205  |SAPOLIO BOMBRIL RADIUM PO CLASSICO UN   |
|1,206  |TAMARINDO POLPA SEMPRE VIVA 400G UN     |
|1,207  |CODIGO LIVRE                            |
|1,208  |TAMPA P/ COPO  MARATA 400/500 UN        |
|1,209  |MARMITEX C  TAMPA COP  102 FARDO UN     |
|1,210  |TOUCA DESCARTAVEL TALGE 100UN UN        |
|1,211  |UVA PASSAS GRANEL KG                    |
|1,212  |REQUEIJAO CREM ROSELI GOLD BISN 10X1,5  |
|1,220  |ABACAXI POLPA SEMPRE VIVA 400 G         |
|1,221  |LIVRE- EDITAR                           |
|1,222  |BATATA PALHA 140G                       |
|1,223  |BATATA PALHA 1KG                        |
|1,224  |BATATA QUALITY FRIES 2,5KG              |
|1,225  |BISS CHOC.FORMIGUEIRO 90G               |
|1,226  |BISS CHOCOLITO SEQUILHOS 90G            |
|1,227  |BISS CLOCOLITO AO LEITE 90G             |
|1,228  |BISS COCO SEQUILHOS 90G                 |
|1,229  |BISS LIMÃO SEQUILHOS 90G                |
|1,230  |BISS MARACUJA SEQUILHOS 90G             |
|1,231  |BISS SEQUILHOS BANANA 90G               |
|1,232  |BOBINA TERMICA PALHA 80X40 CX.30        |
|1,233  |EDITAR                                  |
|1,234  |CODIGO LIVRE                            |
|1,235  |CANUDOS MASSAS BELAS 250G               |
|1,236  |COCADA CASEIRA BRANQUINHA 400G          |
|1,237  |COCADA CASEIRA MORENINHA 400G           |
|1,238  |DOCE CREMOSO DE GOIABA CEPERA 3,8KG     |
|1,239  |DOCE DE BANANA TABLET 300G DOC LIM      |
|1,240  |DOCE DE CAJU CRISTALIZADO 900G          |
|1,241  |DOCE DE GOIABA 900G                     |
|1,242  |DOCE DE GOIABA TABLET 300G              |
|1,243  |DOCE DE LEITE TABLET 680G               |
|1,245  |ESPETO CHURRASCO 50 UN                  |
|1,246  |NAO USAR - FARINHA DE ROSCA RENOPAN 500G|
|1,247  |LEITE COND BETANIA 395G                 |
|1,248  |LEITE DE COCO PILAO 200ML               |
|1,249  |LINGUICA CALABRESA REZENDE KG           |
|1,250  |MENTOS MONOPECA 90G PURE FRESH 60X1,5GR |
|1,251  |MENTOS STICK FRUIT                      |
|1,252  |MENTOS STICK MINT                       |
|1,253  |MOLHO DE  TOMATE TAMBAÚ 340G            |
|1,254  |MOLHO SHOYU BUCATINNI 3 LTS             |
|1,255  |EDITAR                                  |
|1,256  |SEQUILHOS TRADICIONAL 100G              |
|1,257  |CODIGO LIVRE                            |
|1,258  |SOBRETAMPA CX 100 UN E 100 UN TAMPA     |
|1,260  |DOCE OLIVEIRA CREMOSO DE LEITE  PCT 1KG6|
|1,261  |PAO ARABE TRIGOMAX 400G                 |
|1,358  |SACO PASTEL BCO VIAGEM 40X17  C100      |
|1,359  |PIPOCA LUIZA METALIZADA 15 G            |
|1,360  |PIPOCA LUIZA METALIZADA 30 G            |
|1,361  |PIPOCA LUIZA METALIZADA DOCE 15 G       |
|1,362  |PIPOCA LUIZA METALIZADA DOCE 45 G       |
|1,363  |LIGA NEUTRA DUPORTO 1 KG                |
|1,364  |HAMBURGUEIRA TH-01 C0M 100 UN COPOBRAS  |
|1,365  |CHOC EM PO 33% 1,01KG SALWARE UN        |
|1,366  |MOLHO TRAD GOIAS BONARE SC 24X340G      |
|1,367  |DOCE POLE GOIABA C/ POLPA 250G DOCE LIM |
|1,368  |DOCE POLE BANANA C/ POLPA 250G DOCE LIM |
|1,369  |DOCE CREM LEI C/ LEITE PO POT 400G      |
|1,370  |DOCE CREM ROMEU E JULIETA POT 400G      |
|1,371  |DOCE CREM LEITE/AMEIXA  POT 400G        |
|1,372  |DOCE CREM LEITE/MORANGO  POT 400G       |
|1,373  |DOCE CREM LEITE/CHOCOLATE  POT 400G     |
|1,374  |DOCE SACO CRISTALIZADO CAJU 350G        |
|1,375  |BACON FATIADO PAMPLONA CX 10X750G       |
|1,376  |CARRE SUINO COM OSSO PAMPLONA           |
|1,377  |PERNIL SUINO COM OSSO PALMPLONA         |
|1,378  |BANHA PAMPLONA CX 20X1KG                |
|1,379  |LEITOR FLASH USB PRETO ELGIN            |
|1,380  |BACON MANTA PALETA EXCELENCIA KG        |
|1,381  |AMENDOIM DGOSTO SEM PELE 1KG            |
|1,382  |MOLECAO NO POTE ESPECIAL C/ 25 UN       |
|1,383  |GELEIA DE FRUTAS  NO POTE  COM 25 UN    |
|1,384  |PACOQUITA ROLHA                         |
|1,385  |PE DE MOCA NO POTE C/ 25 UN             |
|1,386  |AMENDOIM TORRADO  SEM PELE GRAOS UNIAO  |
|1,387  |MARGARINA DELICATA 3KG                  |
|1,388  |MARGARINA DELICATA 15KG                 |
|1,389  |AMENDOIM GRANULADO GRAOS UNIAO 1KG      |
|1,390  |PIRULITO PARAP G C/ 27 UNI              |
|1,391  |PIRULITO MEGA G C/ 27 UN                |
|1,392  |PIRULITO PALMA G C/ 20 UN               |
|1,393  |PIRULITO PALMA PQ C/ 50 UN              |
|1,394  |PIRULITO PALMELITO  C/ 50 UN            |
|1,395  |COPO DESC. MARATA TRANSP 400ML PC 50 UN |
|1,396  |A UTILIZAR                              |
|1,397  |PRESUNTO  PERU PERDIGAO PECA            |
|1,398  |MASSA PASTEL RENOPAN CX 10KG            |
|1,399  |PERNIL C/ OSSO S/ TEMP SEARA            |
|1,400  |PERU REZENDE SEARA 4X4,9 KG             |
|1,401  |PERU SEARA 4X3,9 KG                     |
|1,402  |BRISCKER REZENDE 5X4KG                  |
|1,403  |AVE FIESTA SEARA CX 4X5KG               |
|1,404  |CODIGO LIVRE                            |
|1,405  |CODIGO LIVRE                            |
|1,406  |CODIGO LIVRE                            |
|1,407  |LEITOR FLASH USB PRETO ELGIN            |
|1,408  |OLEO MISTO GIRASSOL VILLAGRANDE 12X500ML|
|1,409  |TENDER SUINO REZENDE 6X1KG              |
|1,410  |FILME RIBBON 110 MM X 74 MTS            |
|1,411  |QUEIJO COALHO MORADA NOVA               |
|1,412  |QUEIJO COALHO NUTRILAC QUADRADO         |
|1,413  |CAJA  POLPA SEMPRE VIVA 400 G           |
|1,414  |CAJU POLPA SEMPRE VIVA 1 K G            |
|1,415  |MARACUJA  POLPA SEMPRE VIVA 1 K G       |
|1,416  |CAJA  POLPA SEMPRE VIVA 1 K G           |
|1,417  |MANGA  POLPA SEMPRE VIVA 1 K G          |
|1,418  |GOIABA  POLPA SEMPRE VIVA 1 K G         |
|1,419  |GRAVIOLA  POLPA SEMPRE VIVA 1 K G       |
|1,420  |ABACAXI  POLPA SEMPRE VIVA 1 K G        |
|1,421  |ACEROLA  POLPA SEMPRE VIVA 1 K G        |
|1,422  |DESINFETANTE DRAGAO EUCALIPTO 1X1       |
|1,423  |QUEIJO PARMESÃO RAL GRATA CX 25 KG      |
|1,424  |BARRA CONFEITEIRO AO LEITE 1,01 KG      |
|1,425  |BARRA CONFEITEIRO MEI AMARGO 10X1,010 KG|
|1,426  |MOEDAS DE CHOCOLATE 16X500              |
|1,427  |BOMBONS SORTIDOS 9G 30X180G             |
|1,428  |QUEIJO MUSSARELA SABOR DO SERRADO       |
|1,429  |COPO TRANSP 200ML COPOBRAS UN           |
|1,430  |COPO MARATA BCO 200 ML                  |
|1,431  |PRESUNTO COZ S/ CAPA SADIA 6,900 KG     |
|1,432  |QUENTINHA MANUAL TAKENTE K05            |
|1,433  |MANTEIGA DA TERRA SABOR DA NATA 1 LT    |
|1,434  |CODIGO LIVRE                            |
|1,435  |LING CAL DEF EXCELENCIA PC 2,5 KG       |
|1,436  |FILME DE PVC ORLEPLAST 28X30M UN        |
|1,437  |PEITO PERU DEFUMADO CX5,1 KG REZENDE    |
|1,438  |MANTEIGA DA TERRA NUTRILAC 500 ML       |
|1,439  |AZEITONA PRETA C/CAROCO ARCO BELLO 6X2KG|
|1,440  |AZEITONA VERDE FATIADA ARCOBELLO2 KG    |
|1,441  |MILHO VERDE ODERICH 200G                |
|1,442  |CATCHUP BIG  CEPERA 3X5,5KG             |
|1,443  |CATCHUP BIG PET CEPERA 3X5,5KG          |
|1,444  |BATATA PRE FRITA ONE FRY 6X2,5KG        |
|1,445  |BATATA TRADICIONAL ONE FRY 2,5 KG       |
|1,447  |PALMITO INTEIRO COOPALMITO 15X270G      |
|1,448  |DOCE SACO CRISTALIZADO GOIABA 350G      |
|1,449  |COXINHA DE MOÇA TAB 250G C/COCO         |
|1,450  |AZEITONA PRETA ARCOBELLO 28-32 6X2KG    |
|1,451  |ALCAPARRA ARCOBELLO BALDE 6X2KG         |
|1,452  |GORD PALMA P/PAN BISC SORV 370B CX20KG  |
|1,453  |GRANOLA ENERGETICA 500 GR               |
|1,454  |GRANOLA ENERGETICA 1KG                  |
|1,455  |QUENTINHA MANUAL TAKENTE K04            |
|1,456  |FARINHA DE ROSCA  1 KG                  |
|1,457  |QUEIJO MUSSARELA MEIA LUA               |
|1,458  |PAO COIOTE TRIGOMAX400G                 |
|1,459  |MOSTARDA GALAO PET RUAH CX 4X3,1 KG     |
|1,460  |MOLHO SHOYO RUAH GALAO CX C/ 4 UN       |
|1,461  |LEITE DE COCO PILAO 6X1L                |
|1,462  |MISTURINHA                              |
|1,463  |SACO PAPEL BCO V03 40X28                |
|1,464  |ALHO FRITO PC 20X1,01 KG                |
|1,465  |CAIXA DE PIZZA PARDA K25 FD 25 UN       |
|1,466  |CAIXA DE PIZZA PARDA K30 FD 25 UN       |
|1,467  |CAIXA DE PIZZA PARDA K35 FD 25 UN       |
|1,468  |CAIXA DE PIZZA COLORIDA K40 FD 25 UN    |
|1,469  |MOSTARDA GALÃO PET RUAH CX 4X3,1KG      |
|1,470  |MOLHO SHOYO GALAO CX 4X3L               |
|1,471  |ACUCAR REF GRAN SACHE CX 5G C/400 UN    |
